"town","cl_yes_pct","charter_yes_pct","mj_yes_pct","TotalPop","PopDen","MedHouseIncome","PctYoung","PctCollege","PctFemale","PctWhite"
"halifax",0.436470877365446,0.338416021847975,0.529585128088869,7753,484.465080899635,73119,0.421256287888559,0.264858841010401,0.520314716883787,0.947633174255127
"hamilton",0.640331626432577,0.47879177377892,0.493489861259338,8136,578.781971092468,116967.189036382,0.438790560471977,0.678480504000674,0.495698131760079,0.894419862340217
"hampden",0.419639703285058,0.35788070643119,0.478974358974359,5190,264.336459069371,80375,0.334489402697495,0.351636747624076,0.515414258188825,0.970520231213873
"hancock",0.543103448275862,0.329896907216495,0.544736842105263,2486,36.658110560703,79091,0.278761061946902,0.44304435483871,0.503620273531779,0.951729686242961
"hanover",0.465861938890985,0.344711482642517,0.414766809397061,14332,922.445385690727,104513.97906782,0.40364219927435,0.486912179884242,0.515350265140944,0.948995255372593
"hanson",0.437522506301764,0.319860858042074,0.5040369088812,10477,815.265690058947,92358.0650949699,0.407368521523336,0.317809094901875,0.481435525436671,0.926792020616588
"hardwick",0.443833464257659,0.302425106990014,0.540925266903915,4109,69.2028380010183,61786,0.419810172791434,0.279643591501029,0.455341932343636,0.957410562180579
"harvard",0.736826436439416,0.482542280414621,0.52153887835275,6570,248.531450541178,131719,0.345509893455099,0.632992583684105,0.406088280060883,0.825266362252664
"harwich",0.579283887468031,0.418155825589707,0.472304590202823,12167,589.975529451335,69809.6694337141,0.31634749732884,0.444425626986995,0.528560861346265,0.942631708720309
"hatfield",0.659783169850284,0.24146110056926,0.523404255319149,3298,207.315397608949,64427,0.295936931473621,0.374437781109445,0.495451788963008,0.966343238326258
"haverhill",0.561215769330807,0.411824171227385,0.552236732425674,62340,5600.08916074193,66798.7577799166,0.449037536092397,0.277027481245825,0.522297080526147,0.755470003208213
"heath",0.596577017114914,0.286995515695067,0.542792792792793,4583,28.8344241704542,53160,0.364608335151648,0.289816459443458,0.506873227143792,0.951560113462797
"hingham",0.63513306821658,0.470810583788324,0.417206097306327,22901,1303.93857963067,120291.469892144,0.383040041919567,0.679916990119349,0.529278197458626,0.955111130518318
"hinsdale",0.600594648166501,0.363387978142077,0.568075117370892,1955,94.2978275305408,60511,0.360102301790282,0.304787592717465,0.468030690537084,0.977493606138107
"holbrook",0.549745138757787,0.34363894811656,0.509004237288136,11008,1626.99726197047,65910.1807776163,0.385446947674418,0.253013420672482,0.508993459302326,0.750635901162791
"holden",0.546824224519941,0.314005352363961,0.481613075146562,18300,1134.27032371663,99751.567704918,0.426120218579235,0.52887085407722,0.506174863387978,0.906612021857924
"holliston",0.672411575562701,0.372112018669778,0.524805390960846,14324,851.623495620651,110403.627408545,0.399678860653449,0.598160485388312,0.510053057805082,0.903029879921809
"holyoke",0.743038217783753,0.341706073819321,0.568155645796715,40280,5576.89538349767,44382.5167825223,0.509880834160874,0.239015725434063,0.502085402184707,0.431653426017875
"hopedale",0.56126356094448,0.349709302325581,0.522141823444284,5942,1149.10839039571,99792,0.401211713227869,0.40241837968561,0.521878155503197,0.940087512622013
"hopkinton",0.647962268714476,0.422880156743224,0.4800172823504,16257,651.711877507619,145878.361321277,0.421910561604232,0.667870321562387,0.511164421479978,0.88448053146337
"hubbardston",0.430762852404643,0.382939438700148,0.563782991202346,4537,110.467657129002,84803,0.400044081992506,0.269673704414587,0.504077584306809,0.943575049592242
"hudson",0.614006347906215,0.383511190858438,0.519921067468521,19680,2366.39354744619,81431.1,0.384857723577236,0.396939143306628,0.505030487804878,0.877845528455284
"hull",0.609468438538206,0.440333753148615,0.591030265014897,10437,3953.18611287958,78447.5298457411,0.287917984095047,0.438803582659483,0.511641276228802,0.944236849669445
"huntington",0.429505135387488,0.273728813559322,0.616368286445013,1962,74.5560434670369,68958,0.328746177370031,0.182381280110117,0.46177370030581,0.918960244648318
"ipswich",0.619218910585817,0.419207317073171,0.525864068661563,13682,942.043609691924,79260.5471422307,0.338766262242362,0.503427042229052,0.505700920917994,0.950811284899868
"kingston",0.492340425531915,0.346820809248555,0.487629270846969,13106,727.405900723102,94961.9247672822,0.414848161147566,0.432861692622509,0.541278803601403,0.94376621394781
"lakeville",0.422134658214836,0.379987433239083,0.493769470404984,11193,392.308409959598,97293.5538282855,0.381309747163406,0.344623179233064,0.503886357544894,0.954793174305369
"lancaster",0.527220630372493,0.431875953228266,0.498612162503154,8092,294.627759921142,93750,0.444142362827484,0.328726382085374,0.440311418685121,0.853188334157192
"lanesborough",0.625705329153605,0.316163410301954,0.590354445090064,3019,104.678795604203,74519,0.393839019542895,0.41521020311762,0.526333222921497,0.950645909241471
"lawrence",0.848444367835904,0.4363413304253,0.419654601773667,79337,15284.0318578863,38390.5172744117,0.554218082357538,0.109720074036242,0.517337433984144,0.166038544437022
"lee",0.698005698005698,0.283277591973244,0.551678298438019,5856,223.947170164687,61507,0.400785519125683,0.328805620608899,0.543715846994536,0.933060109289617
"leicester",0.461597103106537,0.334849545136459,0.531478260869565,11229,483.56969186524,72234.7227713955,0.390951999287559,0.271591751350955,0.504942559444296,0.9222548757681
