Incident_Num,Shooting_Date,DISTRICT,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim
I172045363,6/7/2017 22:28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172045363,6/7/2017 22:28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172045372,6/8/2017 1:42,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I172046423,6/11/2017 12:48,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172046001,6/10/2017 1:02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172045999,6/10/2017 0:33,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172045865,6/9/2017 15:32,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172046900,6/12/2017 20:44,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172046848,6/12/2017 17:44,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172047249,6/13/2017 18:59,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172047604,6/14/2017 18:11,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I172048352,6/16/2017 22:32,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172048679,6/18/2017 3:02,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172048679,6/18/2017 3:02,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172049184,6/19/2017 20:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172049184,6/19/2017 20:30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172050864,6/25/2017 0:11,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172050866,6/25/2017 0:10,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I172050746,6/24/2017 16:29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172051446,6/26/2017 19:27,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172051378,6/26/2017 16:14,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172051926,6/28/2017 9:52,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172052230,6/29/2017 2:11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172052541,6/30/2017 0:42,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
I172052541,6/30/2017 0:42,E13,Non-Fatal,Male,White,Hispanic or Latinx,t
I172052482,6/29/2017 20:30,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172052482,6/29/2017 20:30,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I172053412,7/2/2017 23:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172053412,7/2/2017 23:10,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I172053412,7/2/2017 23:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172053409,7/2/2017 23:15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172053177,7/2/2017 2:32,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172053026,7/1/2017 15:24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172054029,7/5/2017 2:36,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172053885,7/4/2017 16:54,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172053819,7/4/2017 9:56,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
172053760,7/4/2017 1:36,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172053750,7/3/2017 23:37,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I172053750,7/3/2017 23:37,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172053750,7/3/2017 23:37,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172054407,7/6/2017 0:22,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172054624,7/6/2017 18:44,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172054624,7/6/2017 18:44,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172054477,7/6/2017 10:38,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172054982,7/7/2017 22:43,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172055874,7/10/2017 21:45,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
I172055848,7/10/2017 19:25,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I172056146,7/11/2017 19:32,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172056326,7/12/2017 12:01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172057407,7/15/2017 22:51,D4,Fatal,Male,White,Hispanic or Latinx,f
I172057488,7/16/2017 8:54,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172057678,7/16/2017 22:11,C11,Fatal,Male,White,Not Hispanic or Latinx,f
I172056811,7/13/2017 22:26,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172058042,7/17/2017 23:42,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172057934,7/17/2017 17:23,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172057934,7/17/2017 17:23,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172059929,7/24/2017 1:04,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172058490,7/19/2017 11:35,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172058253,7/18/2017 16:17,B2,Fatal,Male,White,Not Hispanic or Latinx,f
I172061068,7/27/2017 16:00,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I172062010,7/30/2017 19:21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172061771,7/29/2017 21:23,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f
I172061724,7/29/2017 18:05,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I172062015,7/30/2017 19:21,E18,Non-Fatal,Male,Unknown,Unknown,f
I172062994,8/2/2017 16:02,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172064337,8/6/2017 22:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172064657,8/7/2017 19:00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172065378,8/9/2017 22:33,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172065378,8/9/2017 22:33,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172066626,8/13/2017 23:29,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172066626,8/13/2017 23:29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172066494,8/13/2017 13:59,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172066370,8/12/2017 23:09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172065913,8/11/2017 15:03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172067867,8/17/2017 15:43,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172068204,8/18/2017 17:30,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172068552,8/19/2017 19:46,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172068555,8/19/2017 20:40,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I172068602,8/20/2017 0:03,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172068602,8/20/2017 0:03,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I172068628,8/20/2017 2:17,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172068628,8/20/2017 2:17,A1,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172068857,8/20/2017 21:39,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172072578,9/1/2017 18:28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172073486,9/5/2017 10:46,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172074007,9/6/2017 23:15,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172075277,9/10/2017 22:23,C11,Fatal,Female,White,Not Hispanic or Latinx,f
I172075240,9/10/2017 21:14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172075218,9/10/2017 19:21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172075218,9/10/2017 19:21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172074561,9/8/2017 17:00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172075842,9/12/2017 18:47,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172075882,9/12/2017 21:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172076568,9/15/2017 23:57,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172076580,9/15/2017 1:12,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172077221,9/16/2017 21:43,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172076865,9/15/2017 19:15,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172077463,9/17/2017 17:52,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172077711,9/18/2017 13:59,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172079527,9/24/2017 6:39,C6,Fatal,Male,Black or African American,Hispanic or Latinx,f
I172079426,9/23/2017 22:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172079451,9/23/2017 22:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172079368,9/23/2017 17:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172078541,9/21/2017 12:21,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172081437,9/29/2017 19:51,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172081419,9/29/2017 19:05,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172081490,9/30/2017 0:53,B2,Non-Fatal,Female,White,Hispanic or Latinx,t
I172081490,9/30/2017 0:53,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,t
I172081720,9/30/2017 23:41,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172081919,10/1/2017 16:41,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172081989,10/1/2017 21:57,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172082312,10/3/2017 2:23,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I172084330,10/9/2017 22:02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172083822,10/7/2017 22:36,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172025670,4/2/2017 21:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172085057,10/12/2017 1:41,E18,Non-Fatal,Female,White,Not Hispanic or Latinx,f
I172085715,10/14/2017 2:11,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172086572,10/17/2017 4:15,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172087162,10/18/2017 22:51,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172087117,10/18/2017 21:11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172087538,10/20/2017 0:22,C11,Fatal,Male,White,Hispanic or Latinx,f
I172088148,10/22/2017 0:08,A7,Non-Fatal,Male,White,Hispanic or Latinx,f
I172090526,10/29/2017 20:22,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172089911,10/27/2017 18:49,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172089929,10/27/2017 18:59,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
I172089929,10/27/2017 18:59,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I172089961,10/27/2017 21:42,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172089976,10/27/2017 22:45,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172090013,10/28/2017 1:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172090013,10/28/2017 1:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172090013,10/28/2017 1:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172090493,10/29/2017 18:24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172091222,10/31/2017 23:47,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172093007,11/6/2017 20:05,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172092857,11/6/2017 21:03,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172093656,11/9/2017 1:26,B2,Non-Fatal,Male,Asian,Not Hispanic or Latinx,f
I172093639,11/8/2017 22:13,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172093639,11/9/2017 23:17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172096494,11/19/2017 16:09,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172096406,11/18/2017 20:09,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172096197,11/18/2017 0:27,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172098079,11/25/2017 14:11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172098008,11/25/2017 6:42,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172097866,11/24/2017 16:13,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172098716,11/27/2017 23:19,C6,Fatal,Male,White,Hispanic or Latinx,t
I172098716,11/27/2017 23:19,C6,Non-Fatal,Male,White,Hispanic or Latinx,t
I172099946,12/1/2017 23:47,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172099808,12/1/2017 14:00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172100477,12/3/2017 19:45,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
172100800,12/4/2017 21:50,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172101534,12/7/2017 13:18,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172101621,12/7/2017 17:35,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172101691,12/7/2017 19:45,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I172101369,12/6/2017 19:50,B2,Fatal,Male,White,Hispanic or Latinx,t
I172101369,12/6/2017 19:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172101369,12/6/2017 19:50,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172102399,12/10/2017 16:41,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172102399,12/10/2017 16:41,A7,Non-Fatal,Male,White,Hispanic or Latinx,t
I172102009,12/9/2017 0:21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172104058,12/16/2017 20:29,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I172104020,12/16/2017 17:33,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172104064,12/16/2017 21:09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172103321,12/14/2017 4:58,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172104845,12/19/2017 19:16,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172105110,12/20/2017 16:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172105110,12/20/2017 16:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172106125,12/24/2017 21:08,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172106158,12/25/2017 1:11,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172106098,12/24/2017 19:29,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I172106098,12/24/2017 19:29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172105931,12/23/2017 22:45,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172105897,12/23/2017 19:31,E18,Non-Fatal,Male,White,Hispanic or Latinx,f
I172107017,12/28/2017 23:25,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107017,12/28/2017 23:25,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107017,12/28/2017 23:25,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I172107441,12/30/2017 19:31,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182000200,1/1/2018 21:00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002293,1/9/2018 21:23,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002786,1/11/2018 13:46,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182002801,1/11/2018 14:03,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002867,1/11/2018 19:14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002801,1/11/2018 14:03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182002867,1/11/2018 19:14,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I182003512,1/13/2018 21:31,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182003512,1/13/2018 21:31,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182003609,1/14/2018 10:57,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I182003714,1/14/2018 17:30,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182005329,1/20/2018 20:52,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182005519,1/21/2018 17:41,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182004802,1/18/2018 19:06,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
I182006824,1/26/2018 13:31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182007254,1/28/2018 1:23,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182007236,1/28/2018 22:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182008316,1/31/2018 21:36,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182008982,2/3/2018 13:46,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182008982,2/3/2018 13:46,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182009897,2/6/2018 19:54,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182011422,2/12/2018 19:09,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182011931,2/14/2018 18:43,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182013270,2/19/2018 23:20,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182012830,2/17/2018 23:18,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182012830,2/17/2018 23:18,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182013918,2/22/2018 0:13,C6,Fatal,Male,White,Hispanic or Latinx,f
I182014711,2/28/2018 4:37,E13,Non-Fatal,Male,White,Hispanic or Latinx,f
I182014658,2/24/2018 21:51,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
I1820193138,3/14/2018 16:12,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I1820193138,3/14/2018 16:12,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182022142,3/25/2018 2:48,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182022093,3/24/2018 21:11,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182022623,3/26/2018 20:58,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182022956,3/28/2018 1:05,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182023744,3/30/2018 10:17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182023617,3/30/2018 9:03,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182023966,3/31/2018 15:55,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182024317,4/2/2018 0:38,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182024815,4/3/2018 16:56,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025114,4/4/2018 17:02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025532,4/5/2018 23:38,C6,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025516,4/5/2018 22:35,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182025962,4/7/2018 17:37,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182026805,4/10/2018 18:57,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
I182026805,4/10/2018 18:57,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t
I182028394,4/16/2018 13:02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182031717,4/28/2018 2:45,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182031562,4/27/2018 14:30,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
I182031968,4/29/2018 0:41,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182033040,5/2/2018 16:45,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033779,5/4/2018 21:41,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182033779,5/4/2018 21:41,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182033510,5/4/2018 5:07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033842,5/5/2018 2:14,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182033812,5/5/2018 0:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182035240,5/9/2018 16:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182036836,5/15/2018 10:39,B3,Fatal,Male,Unknown,Unknown,f
I182036730,5/14/2018 22:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182038022,5/19/2018 1:35,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182037657,5/17/2018 21:24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182037657,5/17/2018 21:24,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182038763,5/21/2018 8:30,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
I182042418,6/1/2018 23:53,A7,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I172105745,12/23/2017 3:13,C11,Fatal,Male,White,Not Hispanic or Latinx,f
I182043486,6/5/2018 18:38,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182043561,6/5/2018 22:49,C11,Fatal,Male,White,Hispanic or Latinx,f
I182045071,6/10/2018 22:53,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044554,6/9/2018 0:45,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182044546,6/9/2018 0:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182044546,6/9/2018 0:08,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182044546,6/9/2018 0:08,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
I182044546,6/9/2018 0:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
P180288014,6/9/2018 23:53,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044559,6/8/2018 23:56,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182044393,6/8/2018 13:00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182045765,6/12/2018 22:45,E18,Non-Fatal,Male,Unknown,Unknown,f
I182049008,6/23/2018 2:57,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
I182049671,6/25/2018 12:42,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182050499,6/27/2018 18:53,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182050499,6/27/2018 18:53,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182050499,6/27/2018 18:53,C11,Non-Fatal,Male,Unknown,Unknown,t
I182051210,6/30/2018 0:41,D14,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
I182051210,6/30/2018 0:41,D14,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182051482,6/30/2018 23:46,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182051203,6/30/2018 0:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182051203,6/30/2018 0:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052372,7/4/2018 0:16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182052365,7/3/2018 23:39,B2,Fatal,Male,White,Hispanic or Latinx,f
I182052602,7/4/2018 21:50,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182052553,7/4/2018 18:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,7/4/2018 18:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,7/4/2018 18:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182052553,7/4/2018 18:40,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182053289,7/6/2018 23:36,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182053414,7/7/2018 15:06,B2,Fatal,Male,White,Hispanic or Latinx,f
I182053533,7/7/2018 23:33,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182054207,7/10/2018 13:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182054067,7/9/2018 21:06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182053955,7/9/2018 16:02,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
I182055198,7/13/2018 14:01,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182056227,7/17/2018 11:34,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
I182057654,7/22/2018 4:24,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182057654,7/22/2018 4:24,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
I182058179,7/23/2018 21:41,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
I182058835,7/25/2018 22:57,B3,Fatal,Male,White,Hispanic or Latinx,t
I182058835,7/25/2018 22:57,B3,Non-Fatal,Male,White,Hispanic or Latinx,t
