Incident_Num,Shooting_Date,DISTRICT,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim
212009692,2/13/2021 19:30,E13,Non-Fatal,Male,Unknown,Unknown,f
212011290,2/21/2021 2:40,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212011355,2/21/2021 14:06,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212012349,2/25/2021 18:22,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212014051,3/4/2021 21:29,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212014694,3/7/2021 20:42,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212014948,3/8/2021 21:02,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
212015585,3/11/2021 14:52,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212017427,3/19/2021 0:07,B2,Non-Fatal,Male,Unknown,Unknown,f
212017827,3/20/2021 16:25,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212017718,3/20/2021 3:21,A15,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212018335,3/22/2021 17:08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212019752,3/28/2021 4:32,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f
212019379,3/25/2021 17:33,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212020442,3/31/2021 1:24,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212020253,3/30/2021 12:18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212020978,4/1/2021 0:00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212021216,4/3/2021 1:22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212023091,4/10/2021 17:56,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212022933,4/9/2021 21:59,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212022933,4/9/2021 21:59,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212023645,4/12/2021 20:22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212023896,4/13/2021 19:04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212024157,4/14/2021 18:34,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212024344,4/15/2021 13:50,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212024632,4/16/2021 19:06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212025292,4/19/2021 18:49,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212025339,4/19/2021 21:11,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212025545,4/20/2021 18:39,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212026089,4/23/2021 0:23,C11,Non-Fatal,Male,Unknown,Unknown,f
212026804,4/25/2021 21:59,C11,Non-Fatal,Male,Unknown,Unknown,f
212026582,4/25/2021 0:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212026582,4/25/2021 0:16,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212026560,4/24/2021 21:42,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212026594,4/25/2021 1:06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212027556,4/28/2021 18:44,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212031599,5/2/2021 19:22,B3,Non-Fatal,Female,Unknown,Hispanic or Latinx,f
212029313,5/6/2021 1:00,B2,Non-Fatal,Female,White,Hispanic or Latinx,f
212031599,5/14/2021 21:18,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212031605,5/14/2021 21:16,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212031608,5/14/2021 22:09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212031495,5/14/2021 13:11,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212032369,5/17/2021 19:20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212032657,5/18/2021 20:38,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212033817,5/22/2021 22:00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212033989,5/23/2021 16:25,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212033400,5/21/2021 13:45,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212034069,5/23/2021 22:48,B2,Fatal,Male,Unknown,Unknown,t
212034069,5/23/2021 22:48,B2,Non-Fatal,Male,White,Hispanic or Latinx,t
212034069,5/23/2021 22:48,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212034323,5/24/2021 22:04,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212034237,5/24/2021 16:20,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f
212035261,5/28/2021 2:56,B3,Non-Fatal,Male,,,f
212035337,5/28/2021 23:52,B3,Fatal,Male,,Hispanic or Latinx,f
212036459,6/2/2021 2:58,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212036612,6/2/2021 16:22,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212037273,6/4/2021 23:16,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212037834,6/6/2021 23:11,D4,Non-Fatal,Male,White,Hispanic or Latinx,f
212038114,6/7/2021 20:46,B2,Fatal,Male,Black or African American,Unknown,f
212038321,6/8/2021 15:53,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212038333,6/8/2021 16:20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212038390,6/8/2021 20:00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212038390,6/8/2021 20:00,C6,Non-Fatal,Male,White,Unknown,t
212038681,6/10/2021 1:08,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212039196,6/11/2021 20:41,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212039858,6/14/2021 13:52,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212040044,6/15/2021 1:13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212040965,6/18/2021 0:46,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212041475,6/19/2021 20:54,D14,Non-Fatal,Male,White,Hispanic or Latinx,f
212041733,6/20/2021 20:36,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212041733,6/20/2021 20:36,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212043018,6/25/2021 1:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212043505,6/26/2021 20:08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212043607,6/27/2021 5:06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212043285,6/26/2021 1:13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212043809,6/28/2021 1:20,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212044094,6/28/2021 23:18,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212044118,6/29/2021 3:47,B3,Non-Fatal,Male,White,Hispanic or Latinx,f
212045685,7/5/2021 1:55,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
212045678,7/5/2021 1:49,B2,Non-Fatal,Male,,,f
212045661,7/5/2021 0:58,B3,Non-Fatal,Male,,,f
212045549,7/4/2021 13:57,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f
212045699,7/5/2021 3:07,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212046745,7/9/2021 1:53,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212046950,7/9/2021 21:25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212046950,7/9/2021 21:21,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
212046950,7/9/2021 21:27,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212047472,7/11/2021 20:21,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f
212047031,7/10/2021 4:34,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212047193,7/10/2021 18:11,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
212047193,7/10/2021 18:11,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212047090,7/10/2021 11:31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212047193,7/10/2021 18:11,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,t
212047193,7/10/2021 18:11,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,t
212048551,7/15/2021 21:15,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212048551,7/15/2021 21:15,E13,Non-Fatal,,White,Not Hispanic or Latinx,t
212048551,7/15/2021 21:15,E13,Non-Fatal,Male,Black or African American,Unknown,t
212048551,7/15/2021 21:15,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
212049099,7/18/2021 2:38,C11,Non-Fatal,Male,White,Hispanic or Latinx,f
212049012,7/17/2021 18:59,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212049012,7/17/2021 18:59,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212049526,7/19/2021 17:26,B3,Non-Fatal,Male,Black or African American,Unknown,f
212049900,7/20/2021 23:30,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212051093,7/24/2021 22:24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212052004,7/27/2021 23:00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212052395,7/29/2021 13:17,E5,Fatal,Female,Black or African American,,f
212052526,7/29/2021 20:06,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212052857,7/31/2021 23:21,C6,Non-Fatal,Male,White,,f
212053150,8/1/2021 2:32,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212052662,7/30/2021 11:31,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212054186,8/4/2021 18:09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212055384,8/9/2021 0:29,B3,Fatal,Female,Black or African American,Unknown,t
212055384,8/9/2021 0:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212055384,8/9/2021 0:29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212055384,8/9/2021 0:29,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212055384,8/9/2021 0:29,B3,Non-Fatal,Male,Black or African American,,t
212055384,8/9/2021 0:29,B3,Non-Fatal,Male,Black or African American,Unknown,t
212056815,8/13/2021 22:15,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212056861,8/14/2021 3:18,B3,Fatal,Male,White,Not Hispanic or Latinx,t
212056861,8/14/2021 3:18,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212056986,8/14/2021 15:22,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212059080,8/22/2021 0:34,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f
212059215,8/22/2021 15:38,C11,Non-Fatal,Male,Black or African American,,f
212059810,8/24/2021 18:13,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212060448,8/26/2021 20:10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212060812,8/28/2021 0:58,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212060825,8/28/2021 2:59,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212061019,8/28/2021 18:30,B3,Fatal,Male,Black or African American,Unknown,f
212061712,8/31/2021 7:59,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212062988,9/4/2021 17:17,B3,Non-Fatal,Male,Black or African American,,f
212063320,9/5/2021 23:50,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212063320,9/5/2021 23:49,B2,Non-Fatal,Male,Black or African American,,t
212063894,9/8/2021 2:37,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212064071,9/8/2021 14:22,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212064162,9/8/2021 22:26,B3,Non-Fatal,Male,Black or African American,,f
212064693,9/10/2021 19:26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212007688,2/4/2021 23:26,A1,Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212066431,9/16/2021 16:18,B3,Non-Fatal,Female,Black or African American,Unknown,f
212066571,9/17/2021 3:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212067131,9/18/2021 21:56,E13,Non-Fatal,Male,Unknown,Hispanic or Latinx,f
212066760,9/17/2021 16:43,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212067845,9/21/2021 14:47,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212069153,9/25/2021 20:59,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212069153,9/25/2021 20:59,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
212069765,9/27/2021 21:00,E13,Non-Fatal,Male,,,t
212069765,9/27/2021 21:00,E13,Non-Fatal,Male,,,t
212071219,10/2/2021 20:20,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212071815,10/5/2021 0:05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212072011,10/5/2021 17:10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212072410,10/6/2021 22:55,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212072721,10/8/2021 1:38,A1,Non-Fatal,Male,,,f
212073444,10/10/2021 14:59,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212073816,10/11/2021 21:49,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f
212074135,10/12/2021 21:31,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,f
212075522,10/17/2021 18:15,B2,Non-Fatal,Male,White,Hispanic or Latinx,f
212075898,10/18/2021 23:06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212077335,10/23/2021 15:38,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212078013,10/26/2021 0:35,E5,Non-Fatal,Male,,,f
212078823,10/29/2021 2:00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212078823,10/29/2021 2:00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212080667,11/4/2021 0:13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212081709,11/7/2021 19:58,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212081137,11/5/2021 17:30,B3,Non-Fatal,,,,f
212080778,11/4/2021 13:31,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212082116,11/9/2021 9:33,B3,Non-Fatal,,,,t
212082116,11/9/2021 9:33,B3,Non-Fatal,,,,t
212082116,11/9/2021 9:33,B3,Non-Fatal,,,,t
212082297,11/9/2021 23:00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212082297,11/9/2021 23:00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212082557,11/10/2021 22:52,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212082552,11/10/2021 22:25,E18,Non-Fatal,Male,,,f
212083607,11/15/2021 0:30,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212083607,11/15/2021 0:30,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t
212083356,11/13/2021 22:36,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212084130,11/16/2021 19:56,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212085481,11/21/2021 22:25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212087290,11/29/2021 18:18,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f
212087456,11/30/2021 13:21,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,f
212085753,11/22/2021 21:55,E18,Fatal,Male,White,Hispanic or Latinx,f
212088535,12/3/2021 23:49,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212092374,12/17/2021 18:28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212091961,12/16/2021 12:24,A7,Fatal,Male,Black or African American,Unknown,f
212092715,12/19/2021 1:54,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
212094543,12/27/2021 14:27,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
212094543,12/27/2021 14:27,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t
222000057,1/1/2022 4:20,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,f
222000343,1/2/2022 18:12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222000342,1/2/2022 18:25,C11,Fatal,,,,t
222000342,1/2/2022 18:25,C11,Non-Fatal,,,,t
222000342,1/2/2022 18:25,C11,Non-Fatal,,,,t
222002059,1/10/2022 20:57,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t
222002059,1/10/2022 20:57,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
222002059,1/10/2022 20:57,B2,Non-Fatal,Male,Unknown,Unknown,t
222002279,1/11/2022 22:26,B2,Non-Fatal,Male,Black or African American,Unknown,f
222003887,1/18/2022 18:51,C6,Non-Fatal,Male,White,,f
222005232,1/24/2022 20:18,A7,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f
